,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
2250,0.0,0.0,0.0,0.0,0.49070126,0.0,0.0,1.5156062,2.4847877,0.0,4.183618,0.0,2.9205,1.3273629,0.0,1.3238147,0.0,0.0,0.0,1.8985649,0.0,0.0,0.0,1.137656,1.3453919,0.0,4.154084,0.0,0.0,2.3198488,0.0,0.0,0.99525106,0.0,0.0,0.0,0.0,0.0,0.0,4.102012,0.36451384,3.0143352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50137436,0.0,0.0,0.0,2.3353057,0.0,0.0,0.0,0.0,3.833575,0.0,1.3009379,3.657719,0.0,0.27736384,1.5972286,0.0,0.0,0.0,0.6965114,0.0,0.0,0.0,1.2985908,0.0,0.0,0.0,0.0,0.0,0.8571787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3963118,0.0,0.0,0.0,3.1774082,0.0,0.0,0.0,0.0,0.6153433,0.0,0.0,0.0,5.5570836,0.0,0.0,0.0,0.0,3.953879,0.0,0.0,4.5022507,1.6909139,0.0,0.0,0.0,0.0,0.0,0.0,1.7469482,2.6111448,0.616571,0.0,0.0,0.6837415,0.0,0.0,0.37769735
2256,0.0,0.0,0.0,0.0,0.028027155,0.0,0.10335154,1.382268,2.9589894,3.1559951,4.156916,0.0,1.498033,1.2581758,0.0,3.9892159,0.0,0.0,0.0,1.1187215,0.0,0.0,0.0,0.39957702,0.6435655,0.0,4.9799566,0.0,0.0,1.5803975,0.17782158,0.0,0.31104052,0.0,0.0,0.0,0.0,0.0,0.0,2.3910549,1.0695665,2.4341724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63926554,0.0,0.0,0.0,0.51048166,0.0,0.0,0.0,0.0,4.2453303,0.0,1.9809468,3.637115,0.0,2.7651787,3.1555192,0.0,0.0,0.0,1.4068685,0.0,0.0,0.0,1.5462024,0.0,0.0,0.0,0.0,0.0,0.19520427,0.0,0.0,0.0,0.0,2.0792983,0.0,0.0,0.0,0.0,0.0,4.604481,0.0,0.0,0.0,1.2583002,0.0,0.0,0.0,0.0,0.8553686,0.0,0.0,0.0,4.41307,0.0,0.0,0.0,0.0,3.7820861,0.0,0.0,5.898478,2.4070067,0.73506415,0.0,0.0,0.0,0.0,0.0,0.0,2.8065212,0.68263733,0.0,0.0,0.0,0.0,0.0,0.0
2258,0.0,0.0,0.0,0.0,0.0,0.0,0.87128985,2.0006638,2.63757,1.0580891,4.9039254,0.0,0.7435702,0.968283,0.061879426,0.0,0.0,0.0,0.0,0.24532646,0.0,0.0,0.0,2.596716,2.7380512,0.0,3.8143902,0.0,0.0,0.6349793,2.5764022,0.0,0.6833589,0.0,0.0,0.0,0.0,0.0,0.0,2.4337802,1.0928229,4.757936,3.9649985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7531277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2285912,0.0,0.21023759,4.999318,0.0,0.0,1.203867,0.0,0.0,0.0,1.3835361,0.60957026,0.0,0.0,1.6554205,0.0,0.0,0.0,0.0,0.0,1.3914577,0.0,0.0,0.0,0.0,4.5799828,0.0,0.0,0.0,0.0,0.0,6.7382727,0.0,0.0,0.0,2.2693386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.772055,0.0,0.0,0.0,0.0,4.7398953,0.0,0.0,4.671435,2.8300438,1.4291342,0.0,0.0,0.0,0.0,0.0,2.1635435,2.930409,2.1922033,0.0,0.0,1.4295254,0.0,0.0,1.437026
2261,0.0,0.0,0.0,0.0,0.4647557,0.0,0.0,1.4939944,2.5088127,0.0,4.0279837,0.0,2.7721655,1.3828055,0.0,1.5104731,0.0,0.0,0.0,1.6745789,0.0,0.0,0.0,1.0817761,1.4459782,0.0,4.362792,0.0,0.0,2.2602355,0.0,0.0,1.0336065,0.0,0.0,0.0,0.0,0.0,0.0,4.083603,0.5130156,3.0795257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33436343,0.0,0.0,0.0,2.1599598,0.0,0.0,0.0,0.0,3.787589,0.0,1.3202034,3.6914806,0.0,0.39178398,1.7054778,0.0,0.0,0.0,0.78403974,0.0,0.0,0.0,1.3889216,0.0,0.0,0.0,0.0,0.0,0.7875891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.499975,0.0,0.0,0.0,3.0060747,0.0,0.0,0.0,0.0,0.6395748,0.0,0.0,0.0,5.4182377,0.0,0.0,0.0,0.0,4.0394764,0.0,0.0,4.587231,1.9562027,0.0,0.0,0.0,0.0,0.0,0.0,1.5810946,2.8457766,0.5985511,0.0,0.0,0.51226366,0.0,0.0,0.21153286
2263,0.0,0.0,0.0,0.0,0.0,0.0,0.83702564,2.091704,2.900055,1.771523,4.848885,0.0,1.2267175,1.1254182,0.07068962,0.0,0.0,0.0,0.0,0.77189875,0.0,0.0,0.0,2.3309376,2.2724087,0.0,4.0159216,0.0,0.0,0.9311131,1.8979548,0.0,0.66488343,0.0,0.0,0.0,0.0,0.0,0.0,2.591487,1.0314636,4.351467,2.976301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8145237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6559556,0.0,0.8354455,4.563992,0.0,0.0,1.4743928,0.0,0.0,0.0,0.68467295,0.3051012,0.0,0.0,1.501727,0.0,0.0,0.0,0.0,0.0,1.3002702,0.0,0.0,0.0,0.0,4.8621674,0.0,0.0,0.0,0.0,0.0,6.246352,0.0,0.0,0.0,2.172938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0378227,0.0,0.0,0.0,0.0,4.6514378,0.0,0.0,4.7249327,2.6811068,1.0095104,0.0,0.0,0.0,0.0,0.0,1.8014916,2.5881848,1.8215258,0.0,0.0,1.4243135,0.0,0.0,1.4081273
2265,0.0,0.0,0.0,0.0,0.54902416,0.0,0.0,1.4892813,2.3510904,0.0,4.0981994,0.0,2.9019263,1.246457,0.0,1.1385676,0.0,0.0,0.0,1.5685891,0.0,0.0,0.0,1.4076588,1.9730327,0.0,4.0959625,0.0,0.0,2.241003,0.0,0.0,1.1254821,0.0,0.0,0.0,0.0,0.0,0.0,4.2740283,0.40757757,3.004663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055914897,0.0,0.0,0.0,2.301712,0.0,0.0,0.0,0.0,3.5757139,0.0,1.1632286,3.978665,0.0,0.1870564,1.4323108,0.0,0.0,0.0,0.8992288,0.0,0.0,0.0,1.5693945,0.0,0.0,0.0,0.0,0.0,0.8684662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.350044,0.0,0.0,0.0,3.5758278,0.0,0.0,0.0,0.0,0.45952743,0.0,0.0,0.0,5.622706,0.0,0.0,0.0,0.0,4.208079,0.0,0.0,4.435373,1.9038132,0.0,0.0,0.0,0.0,0.0,0.0,1.952818,2.965386,0.41187376,0.0,0.0,0.6992761,0.0,0.0,0.042470485
2265,0.0,0.0,0.0,0.0,0.34540066,0.0,0.5165753,1.317244,2.4147532,0.0,4.2288246,0.0,1.6535366,1.1053623,0.0,0.1462163,0.0,0.0,0.0,0.8213504,0.0,0.0,0.0,1.2505128,1.3485749,0.0,4.518943,0.0,0.0,2.3320673,1.4504522,0.0,0.48122358,0.0,0.0,0.0,0.0,0.0,0.0,3.3202257,0.8312018,3.6308718,1.7166598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996011,0.0,0.0,0.0,1.9335239,0.0,0.0,0.0,0.0,3.0603664,0.0,0.3846632,4.062401,0.0,0.0,1.5958577,0.0,0.0,0.0,1.4597036,0.0,0.0,0.0,1.3820791,0.0,0.0,0.0,0.0,0.0,0.5825849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.458097,0.0,0.0,0.0,2.4102368,0.0,0.0,0.0,0.0,0.3433432,0.0,0.0,0.0,4.4173017,0.0,0.0,0.0,0.0,4.230739,0.0,0.0,4.584516,2.305713,0.89305407,0.0,0.0,0.0,0.0,0.0,1.2470411,2.9398482,1.8170567,0.0,0.0,0.19292173,0.0,0.0,0.22485182
2275,0.0,0.0,0.0,0.0,0.08298809,0.0,0.46254644,1.8404734,3.3932881,1.5383348,4.6302886,0.0,2.3743317,1.2991062,0.0,2.800193,0.0,0.0,0.0,1.4388814,0.0,0.0,0.0,0.918691,0.86173767,0.0,4.818302,0.0,0.0,2.2149825,1.3459772,0.0,1.4670703,0.0,0.0,0.0,0.0,0.0,0.0,3.1522615,0.36493108,2.810331,0.004015832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2106937,0.0,0.0,0.0,1.0994252,0.0,0.0,0.0,0.0,3.7983766,0.0,2.099417,3.2722673,0.0,0.5735259,1.6355565,0.0,0.0,0.0,0.02203921,0.0,0.0,0.0,1.3638018,0.0,0.0,0.0,0.0,0.0,1.1407071,0.0,0.0,0.0,0.0,2.5079217,0.0,0.0,0.0,0.0,0.0,4.420323,0.0,0.0,0.0,1.81855,0.0,0.0,0.0,0.0,1.2555468,0.0,0.0,0.0,4.813969,0.0,0.0,0.0,0.0,3.8703036,0.0,0.0,5.46017,1.7597353,0.51994514,0.0,0.0,0.0,0.0,0.0,1.231652,2.0636013,0.2193138,0.0,0.0,0.45167056,0.0,0.0,0.5747242
2277,0.0,0.0,0.0,0.0,0.18361878,0.0,0.13953972,1.0784459,2.3112986,1.382871,3.6250265,0.0,1.3647768,1.5785123,0.0,2.733575,0.0,0.0,0.0,0.9908117,0.0,0.0,0.0,0.19902162,0.35814226,0.0,5.032525,0.0,0.0,1.8139812,0.42697307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7232435,1.7118661,3.161149,1.1360794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4531031,0.0,0.0,0.0,1.0771447,0.0,0.0,0.0,0.0,3.8203604,0.0,0.8849048,3.6445026,0.0,1.9511571,3.3236086,0.0,0.0,0.0,1.8514993,0.0,0.0,0.0,1.3114763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1881423,0.0,0.0,0.0,1.1697108,0.0,0.0,0.0,0.0,0.4771536,0.0,0.0,0.0,3.962707,0.0,0.0,0.0,0.0,3.744607,0.0,0.0,5.293822,3.124935,1.0215205,0.0,0.0,0.0,0.0,0.0,0.0,3.31092,1.9465929,0.0,0.0,0.0,0.0,0.0,0.04810925
2291,0.0,0.0,0.0,0.0,0.24505788,0.0,0.50033677,1.4224218,2.6143904,0.0,4.0020127,0.0,2.2378755,1.797339,0.0,1.3505094,0.0,0.0,0.0,1.4906465,0.0,0.0,0.0,0.6486107,0.4172234,0.0,4.782413,0.0,0.0,2.605977,1.5385948,0.0,0.8892179,0.0,0.0,0.0,0.0,0.0,0.0,3.4731927,1.0724428,3.5824585,1.4412506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.018982,0.0,0.0,0.0,1.9093188,0.0,0.0,0.0,0.0,3.2917483,0.0,0.90824836,3.330856,0.0,0.0,1.9482452,0.0,0.0,0.0,0.5452745,0.0,0.0,0.0,1.0750135,0.0,0.0,0.0,0.0,0.0,0.587344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.159239,0.0,0.0,0.0,1.8211377,0.0,0.0,0.0,0.0,0.9028644,0.0,0.0,0.0,4.515245,0.0,0.0,0.0,0.0,3.8521426,0.0,0.0,4.844743,2.4591227,0.83619195,0.0,0.0,0.0,0.0,0.0,1.0391854,2.579027,1.6640707,0.0,0.0,0.24794969,0.0,0.0,0.7018823
2291,0.0,0.0,0.0,0.0,0.51215565,0.0,0.0,1.4784676,2.385507,0.0,4.0642557,0.0,2.9156396,1.3980075,0.0,1.1684593,0.0,0.0,0.0,1.7207167,0.0,0.0,0.0,1.2740902,1.6696892,0.0,4.1299953,0.0,0.0,2.300235,0.0,0.0,1.089504,0.0,0.0,0.0,0.0,0.0,0.0,4.1957593,0.46272904,3.0470326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21966861,0.0,0.0,0.0,2.295273,0.0,0.0,0.0,0.0,3.6266441,0.0,1.0926055,3.783223,0.0,0.060004666,1.4898963,0.0,0.0,0.0,0.785161,0.0,0.0,0.0,1.3942299,0.0,0.0,0.0,0.0,0.0,0.8689515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.396085,0.0,0.0,0.0,3.4347284,0.0,0.0,0.0,0.0,0.5495351,0.0,0.0,0.0,5.5852337,0.0,0.0,0.0,0.0,4.0869308,0.0,0.0,4.468019,1.8737484,0.0,0.0,0.0,0.0,0.0,0.0,1.8527241,2.8293412,0.56608415,0.0,0.0,0.7736978,0.0,0.0,0.21863657
2293,0.0,0.0,0.0,0.0,0.4582132,0.0,0.0,1.4575251,2.48911,0.0,3.974508,0.0,2.7374742,1.4193976,0.0,1.5037616,0.0,0.0,0.0,1.6471311,0.0,0.0,0.0,1.0533171,1.2799377,0.0,4.36917,0.0,0.0,2.3544624,0.0,0.0,0.8765202,0.0,0.0,0.0,0.0,0.0,0.0,4.008729,0.5347591,3.0427155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4274639,0.0,0.0,0.0,2.1891634,0.0,0.0,0.0,0.0,3.7202356,0.0,1.1042755,3.8053725,0.0,0.3050756,1.7486234,0.0,0.0,0.0,0.87412465,0.0,0.0,0.0,1.3543555,0.0,0.0,0.0,0.0,0.0,0.7380853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5690475,0.0,0.0,0.0,3.0382657,0.0,0.0,0.0,0.0,0.659487,0.0,0.0,0.0,5.345218,0.0,0.0,0.0,0.0,4.101557,0.0,0.0,4.658521,1.9753933,0.0,0.0,0.0,0.0,0.0,0.0,1.4231504,2.8242784,0.8094383,0.0,0.0,0.5519902,0.0,0.0,0.25486568
2294,0.0,0.0,0.0,0.0,0.0,0.0,0.7636388,1.812173,3.175489,1.050584,4.7260175,0.0,2.1521072,1.493196,0.0,2.2439091,0.0,0.0,0.0,1.1374515,0.0,0.0,0.0,1.0058959,0.9374106,0.0,4.9452777,0.0,0.0,2.4517784,2.3944824,0.0,1.4550679,0.0,0.0,0.0,0.0,0.0,0.0,2.9767125,0.80636066,3.1142771,1.1837053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3374796,0.0,0.0,0.0,1.1153071,0.0,0.0,0.0,0.0,3.1907594,0.0,1.5233028,3.436543,0.0,0.0,1.438942,0.0,0.0,0.0,0.11712472,0.0,0.0,0.0,1.3468316,0.0,0.0,0.0,0.0,0.0,1.0330592,0.0,0.0,0.0,0.0,2.229654,0.0,0.0,0.0,0.0,0.0,4.792318,0.0,0.0,0.0,1.6916678,0.0,0.0,0.0,0.0,1.2308162,0.0,0.0,0.0,4.1563783,0.0,0.0,0.0,0.0,4.063548,0.0,0.0,5.548021,2.0661552,1.1658311,0.0,0.0,0.0,0.0,0.0,1.1702647,2.0663252,0.94941777,0.0,0.0,0.38244757,0.0,0.0,0.5463085
2296,0.0,0.0,0.0,0.0,0.42050293,0.0,0.0,1.3958092,2.6411037,0.0,3.8540125,0.0,2.8860471,1.6857038,0.0,2.1847591,0.0,0.0,0.0,1.8877714,0.0,0.0,0.0,0.56658125,0.4405815,0.0,4.610588,0.0,0.0,2.568472,0.0,0.0,0.9705281,0.0,0.0,0.0,0.0,0.0,0.0,3.9306946,0.56600976,2.9459975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50122565,0.0,0.0,0.0,2.3329725,0.0,0.0,0.0,0.0,3.9960003,0.0,1.3339337,3.3852072,0.0,0.20763558,1.9584974,0.0,0.0,0.0,0.50648785,0.0,0.0,0.0,1.121667,0.0,0.0,0.0,0.0,0.0,0.6773183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.498143,0.0,0.0,0.0,2.5205047,0.0,0.0,0.0,0.0,1.002506,0.0,0.0,0.0,5.392961,0.0,0.0,0.0,0.0,3.828902,0.0,0.0,4.865296,1.8910267,0.0,0.0,0.0,0.0,0.0,0.0,1.1409509,2.549053,0.8049784,0.0,0.0,0.3425547,0.0,0.0,0.5372405
2298,0.0,0.0,0.0,0.0,0.0,0.0,0.96747625,2.0917373,2.930393,1.711047,4.753881,0.0,1.0895274,1.2118512,0.11162082,0.0,0.0,0.0,0.0,0.6319231,0.0,0.0,0.0,2.1994636,2.1071355,0.0,4.166463,0.0,0.0,0.8515682,2.2542076,0.0,0.67141896,0.0,0.0,0.0,0.0,0.0,0.0,2.552942,1.2294682,4.5265174,3.2691116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.848754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5624135,0.0,0.8005034,4.5316567,0.0,0.0,1.655985,0.0,0.0,0.0,0.76059866,0.352077,0.0,0.0,1.4265381,0.0,0.0,0.0,0.0,0.0,1.2251824,0.0,0.0,0.0,0.0,4.846547,0.0,0.0,0.0,0.0,0.0,6.4194417,0.0,0.0,0.0,1.8894963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7885826,0.0,0.0,0.0,0.0,4.5919943,0.0,0.0,4.8784237,2.9448462,1.2857243,0.0,0.0,0.0,0.0,0.0,1.5516843,2.764438,2.0815382,0.0,0.0,1.2821174,0.0,0.0,1.3806468
2300,0.0,0.0,0.0,0.0,0.33485729,0.0,0.061893582,1.3945388,2.6202414,0.0,3.870889,0.0,2.6356564,1.6553241,0.0,2.020867,0.0,0.0,0.0,1.7422799,0.0,0.0,0.0,0.6215703,0.53617364,0.0,4.6837087,0.0,0.0,2.4069998,0.12877707,0.0,0.8330362,0.0,0.0,0.0,0.0,0.0,0.0,3.7529235,0.7332243,3.1356962,0.12855211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6458748,0.0,0.0,0.0,2.1096382,0.0,0.0,0.0,0.0,3.8444262,0.0,1.2502222,3.4647238,0.0,0.42389682,2.086064,0.0,0.0,0.0,0.70561886,0.0,0.0,0.0,1.1288917,0.0,0.0,0.0,0.0,0.0,0.6137612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.710387,0.0,0.0,0.0,2.3367267,0.0,0.0,0.0,0.0,0.88572854,0.0,0.0,0.0,5.0964456,0.0,0.0,0.0,0.0,3.8733277,0.0,0.0,4.8592825,2.125586,0.13398397,0.0,0.0,0.0,0.0,0.0,0.9334906,2.6770833,1.0763079,0.0,0.0,0.30371225,0.0,0.0,0.48943052
2307,0.0,0.0,0.0,0.0,0.4803776,0.0,0.0,1.4578533,2.4910204,0.0,3.9386632,0.0,2.973771,1.5953797,0.0,1.7002274,0.0,0.0,0.0,1.8683422,0.0,0.0,0.0,0.9250997,1.0851842,0.0,4.3128824,0.0,0.0,2.4194505,0.0,0.0,1.1513554,0.0,0.0,0.0,0.0,0.0,0.0,4.149477,0.55598867,2.9952617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31817612,0.0,0.0,0.0,2.293087,0.0,0.0,0.0,0.0,3.818646,0.0,1.266695,3.4885888,0.0,0.023655318,1.6952891,0.0,0.0,0.0,0.5085591,0.0,0.0,0.0,1.2405769,0.0,0.0,0.0,0.0,0.0,0.7989646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4003606,0.0,0.0,0.0,2.992312,0.0,0.0,0.0,0.0,0.80068326,0.0,0.0,0.0,5.5597897,0.0,0.0,0.0,0.0,3.902814,0.0,0.0,4.64535,1.840891,0.0,0.0,0.0,0.0,0.0,0.0,1.5769083,2.653697,0.598939,0.0,0.0,0.6206203,0.0,0.0,0.4265037
2309,0.0,0.0,0.0,0.0,0.45497394,0.0,0.0,1.514641,2.5500193,0.0,4.0419927,0.0,2.8016,1.403633,0.0,1.678167,0.0,0.0,0.0,1.6936312,0.0,0.0,0.0,1.0287741,1.3371924,0.0,4.406571,0.0,0.0,2.2998471,0.0,0.0,1.0237498,0.0,0.0,0.0,0.0,0.0,0.0,4.0583596,0.5091644,3.0545678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3532422,0.0,0.0,0.0,2.1423135,0.0,0.0,0.0,0.0,3.8003683,0.0,1.3836567,3.6931453,0.0,0.39510408,1.7542665,0.0,0.0,0.0,0.7339113,0.0,0.0,0.0,1.3988237,0.0,0.0,0.0,0.0,0.0,0.78322923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4730754,0.0,0.0,0.0,2.9288478,0.0,0.0,0.0,0.0,0.6863637,0.0,0.0,0.0,5.399799,0.0,0.0,0.0,0.0,4.0322933,0.0,0.0,4.639311,1.9744785,0.0,0.0,0.0,0.0,0.0,0.0,1.5337055,2.8021657,0.5875045,0.0,0.0,0.49321815,0.0,0.0,0.22492734
2311,0.0,0.0,0.0,0.0,0.091137536,0.0,0.026781647,1.4862798,2.9887326,2.8600044,4.2946987,0.0,1.7830769,1.2556273,0.0,3.8317707,0.0,0.0,0.0,1.3492491,0.0,0.0,0.0,0.5731841,0.96196437,0.0,4.8060975,0.0,0.0,1.7332318,0.11686097,0.0,0.7054056,0.0,0.0,0.0,0.0,0.0,0.0,2.6771061,0.9424843,2.3419023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5987134,0.0,0.0,0.0,0.69802564,0.0,0.0,0.0,0.0,4.3031135,0.0,2.1949325,3.5108364,0.0,2.3585546,2.890217,0.0,0.0,0.0,0.9640348,0.0,0.0,0.0,1.6082406,0.0,0.0,0.0,0.0,0.0,0.3011324,0.0,0.0,0.0,0.0,2.234578,0.0,0.0,0.0,0.0,0.0,4.425045,0.0,0.0,0.0,1.4624519,0.0,0.0,0.0,0.0,0.9378121,0.0,0.0,0.0,4.8113465,0.0,0.0,0.0,0.0,3.7360415,0.0,0.0,5.8065495,2.166611,0.5268469,0.0,0.0,0.0,0.0,0.0,0.0,2.626468,0.2982816,0.0,0.0,0.0,0.0,0.0,0.1043034
2313,0.0,0.0,0.0,0.0,0.4332377,0.0,0.0,1.4252616,2.5202866,0.0,3.8607955,0.0,2.8627656,1.5675068,0.0,1.9404349,0.0,0.0,0.0,1.8209891,0.0,0.0,0.0,0.7469092,0.9535371,0.0,4.4585385,0.0,0.0,2.3683858,0.0,0.0,0.9577457,0.0,0.0,0.0,0.0,0.0,0.0,4.039411,0.5557879,2.9343488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3169971,0.0,0.0,0.0,2.2573712,0.0,0.0,0.0,0.0,3.976197,0.0,1.405163,3.5258267,0.0,0.4797214,1.9710935,0.0,0.0,0.0,0.7149569,0.0,0.0,0.0,1.2488406,0.0,0.0,0.0,0.0,0.0,0.6961226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4128947,0.0,0.0,0.0,2.7649055,0.0,0.0,0.0,0.0,0.76780707,0.0,0.0,0.0,5.5078807,0.0,0.0,0.0,0.0,3.8891473,0.0,0.0,4.717874,1.9209528,0.0,0.0,0.0,0.0,0.0,0.0,1.2518357,2.769249,0.6530988,0.0,0.0,0.40154737,0.0,0.0,0.33804676
2315,0.0,0.0,0.0,0.0,0.32858837,0.0,0.3713064,1.3881567,2.4422433,0.0,4.0031805,0.0,2.238536,1.6366702,0.0,0.8979313,0.0,0.0,0.0,1.2277833,0.0,0.0,0.0,0.9652409,0.9274147,0.0,4.56581,0.0,0.0,2.5563788,1.1783108,0.0,0.86188036,0.0,0.0,0.0,0.0,0.0,0.0,3.5237067,1.0169113,3.5491261,1.3238317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7677283,0.0,0.0,0.0,1.9695596,0.0,0.0,0.0,0.0,2.9749951,0.0,0.5909761,3.6770866,0.0,0.0,1.6973783,0.0,0.0,0.0,0.8553283,0.0,0.0,0.0,1.2464536,0.0,0.0,0.0,0.0,0.0,0.6718416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1057553,0.0,0.0,0.0,2.4247022,0.0,0.0,0.0,0.0,0.6532739,0.0,0.0,0.0,4.478563,0.0,0.0,0.0,0.0,4.090631,0.0,0.0,4.6496024,2.4402392,0.7192132,0.0,0.0,0.0,0.0,0.0,1.3057424,2.7611406,1.6172941,0.0,0.0,0.3783184,0.0,0.0,0.43275705
2328,0.0,0.0,0.0,0.0,0.28789198,0.0,0.0,1.3911427,2.7158952,0.0,3.8277411,0.0,2.8659368,1.7422069,0.0,2.4250479,0.0,0.0,0.0,2.0187073,0.0,0.0,0.0,0.38703108,0.03502705,0.0,4.7242284,0.0,0.0,2.4666736,0.0,0.0,0.8545686,0.0,0.0,0.0,0.0,0.0,0.0,3.7661994,0.6421924,3.0179565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7334469,0.0,0.0,0.0,2.2258306,0.0,0.0,0.0,0.0,4.1328588,0.0,1.5179152,3.1833148,0.0,0.53811795,2.2601972,0.0,0.0,0.0,0.5021699,0.0,0.0,0.0,0.90450126,0.0,0.0,0.0,0.0,0.0,0.6184923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.537196,0.0,0.0,0.0,2.147263,0.0,0.0,0.0,0.0,1.0141098,0.0,0.0,0.0,5.2467136,0.0,0.0,0.0,0.0,3.6389363,0.0,0.0,4.896964,1.9299192,0.0,0.0,0.0,0.0,0.0,0.0,0.84477574,2.4499938,0.93348706,0.0,0.0,0.24620655,0.0,0.0,0.74244773
2330,0.0,0.0,0.0,0.0,0.25229558,0.0,0.0,1.0858979,2.3356104,1.5149297,3.6617723,0.0,1.5361863,1.2084507,0.0,2.6792185,0.0,0.0,0.0,1.22974,0.0,0.0,0.0,0.31548244,0.9282229,0.0,4.6087127,0.0,0.0,1.5917343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1158605,1.1209602,2.629946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19969486,0.0,0.0,0.0,1.4666443,0.0,0.0,0.0,0.0,4.439164,0.0,1.2507766,3.9387424,0.0,2.6948404,3.1959019,0.0,0.0,0.0,2.2388208,0.0,0.0,0.0,1.4341242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.779078,0.0,0.0,0.0,1.9727497,0.0,0.0,0.0,0.0,0.359339,0.0,0.0,0.0,4.9193435,0.0,0.0,0.0,0.0,3.7723813,0.0,0.0,5.1845155,2.3673465,0.29931244,0.0,0.0,0.0,0.0,0.0,0.0,3.3794012,1.2002292,0.0,0.0,0.0,0.0,0.0,0.0
