Node,Downstream_Size
44123,2
44813,2
45379,2
45475,2
45476,2
45477,2
45482,2
45487,2
45550,2
45918,2
45996,2
46151,2
46162,2
46179,2
46634,2
47207,2
47208,2
47984,2
48002,2
48118,2
48123,2
48125,2
48126,2
49317,2
49329,2
49338,2
49441,2
49743,2
50077,2
50079,2
50080,2
50146,2
50160,3
50161,2
50304,3
50387,2
50388,2
50391,2
50930,3
52051,2
52252,2
52265,2
52466,2
52469,2
52470,2
52473,2
52478,2
52639,2
52645,2
52845,2
52992,2
52993,2
53241,2
53470,3
53475,2
53939,3
53954,2
53962,2
54328,2
54735,2
54745,2
54760,2
54763,3
54765,3
54766,2
54772,3
54773,3
54775,3
54777,3
54778,3
54812,3
54931,2
55261,2
55263,2
55460,2
55505,2
55523,2
55524,2
55694,2
55695,2
56146,2
56180,2
56307,2
56308,2
56441,2
56589,2
56590,2
56592,2
56744,2
56745,2
57049,2
57056,2
57062,2
57069,2
57072,2
57487,2
57489,2
57500,2
57537,2
57631,2
57636,2
57638,2
57643,2
57803,2
57910,2
57911,2
58560,2
58598,2
58614,2
58623,2
58683,2
58766,2
58887,2
59035,2
59036,2
59279,2
59282,2
59283,2
59287,2
59288,2
59389,3
59396,2
59401,2
59466,4
59474,2
59475,2
59476,2
59478,3
59606,3
61564,2
62726,2
63273,2
63538,2
63570,2
63578,2
63863,2
63939,2
63941,3
63942,2
63946,4
63948,2
63954,2
64033,3
64034,3
64085,2
64095,2
64097,4
64098,4
64168,3
64209,2
64212,2
64223,2
64353,4
64359,2
64451,2
64465,2
64466,2
64469,2
64502,2
64590,3
64633,2
64679,2
64680,2
64776,2
64778,2
64784,3
64794,3
64796,3
65085,3
65094,2
65283,2
65337,2
65406,2
65418,3
65579,2
65765,2
65775,3
66487,3
66489,3
66528,2
66650,2
66651,2
67322,2
67332,2
67514,2
67894,2
67895,2
67905,3
67918,3
67920,2
67924,3
67957,3
68066,2
68068,2
68071,2
68073,2
68074,2
68112,2
68115,2
68128,2
68160,3
68179,2
68227,2
68614,2
69769,2
69735,2
69734,2
69829,2
69854,4
69867,2
69982,2
69988,2
69992,2
69997,2
70182,2
70322,2
70370,2
70371,2
70382,2
70412,2
70472,4
70474,2
70504,2
70651,2
70652,2
70667,2
70669,2
70685,2
70686,3
70688,2
70707,2
70719,17
70760,2
70888,2
70934,2
70944,2
70992,2
71038,2
71046,2
71063,2
71149,2
71176,4
71181,10077
71186,2
71189,2
71247,2
71248,2
71365,2
71413,2
71414,4
71483,2206
71484,2206
71882,2
71947,2
71948,2
71955,2
71956,2
71992,2
72041,69
72052,2
72055,5
72057,71
72062,70
72081,2
72090,2
72115,2
72117,2
72158,3
72167,3
72189,2
72206,2
72296,2
72303,2
72328,2
72375,2
72389,2
72438,2
72461,2
72462,2
72485,2
72489,16
72504,2
72505,2
72517,2
72564,2
72567,2
72587,4
72588,3
72615,2
72617,2
72636,21
72641,18
72643,17
72683,2
72741,2
72743,2
72744,2
72745,2
72762,2
72763,2
72783,4
72785,2
72789,2
72794,2
72797,2
72975,2
72976,2
73005,3
73006,4
73008,4
73009,4
73045,2
73060,5
73062,4
73063,5
73064,5
73065,3
73171,3
73179,2
73188,2
73195,2
73306,2
73320,2
73324,2
73332,2
73340,2
73341,2
73342,2
73343,2
73353,2
73391,2
73401,6
73418,2
73422,2
73425,2
73480,2
73516,2
73517,2
73520,2
73528,2
73529,2
73550,2
73554,2206
73555,2206
73558,2207
73561,2207
73572,2207
73614,2
73621,2
73648,6
73665,2
73672,2
73691,2
73700,2
73710,2
73727,2
73728,2
73729,2
73807,2
74227,3
74228,3
74229,2
74230,2
74232,2
74233,2
74237,2
74265,2
74511,2
74599,2
74605,2
74607,2
74611,2
74617,2
74618,2
74630,3
74642,2
74876,2
74912,2
74921,2
74959,2
74981,2
74983,3
74987,3
74994,2
74998,5
75001,2
75053,2
75063,3
75064,4
75083,3
75085,2
75104,2
75105,3
75114,3
75145,382
75146,382
75147,381
75361,2
75374,2
75416,2
75424,2
75456,2
75457,2
75489,2
75493,2
75496,2
75502,2
75503,2
75511,2
75537,2
75559,2
75606,2
75629,2
75761,2
75872,2
75901,2
75906,2
76030,2
76079,2
76081,2
76082,2
76083,4
76084,4
76085,4
76086,3
76087,4
76089,2
76090,3
76091,3
76219,2
76236,2
76460,2
76595,2
76605,2
76607,2
76621,2
76624,2
76772,193
77256,193
77414,3
77652,2
77659,2
77701,16
77706,16
77707,16
77817,2
77966,2
78335,2
78351,2
78383,2
78429,2
78433,2
78435,2
78440,2
78441,2
78442,2
78586,2866
78797,2
79017,2
79050,2
79763,2
80017,2
80142,2
80143,2
80553,2
80876,3
80877,2
80880,2
80901,2
81186,2
81347,2
81645,2
81655,2
81661,2
81828,3
82088,2
82098,2
82101,2
82598,2
83702,2
83712,2
83716,2
83795,2
83797,2
83811,2
84341,2
84399,2
84589,2
84593,3
84598,2
85457,2
85458,2
85462,2
85678,2
85972,2
85978,2
85984,2
86057,3
86244,2
86669,2
86682,2
86686,2
86731,2
86732,2
86735,2
86738,2
86742,2
86746,2
86752,2
86867,3
86873,2
86874,2
86878,2
86920,2
86965,2
86982,2
87001,2
87021,2
87060,2
87102,2
87378,2
87459,2
87655,2
87662,2
87730,2
87734,2
87736,3
87766,2
87767,2
87769,2
87770,2
87778,2
87869,2
87957,2
87961,2
87963,2
87964,2
87968,2
88402,2
88565,2
88573,2
88576,2
88578,2
88652,2
88653,2
88654,2
88655,2
88656,2
88661,2
88878,3
88880,2
88883,2
89083,2
90237,2
90744,2
94463,2
94492,2
96073,2
96488,2
96494,2
96630,2
96682,2
96865,2
97065,2
97133,2
97503,2
97569,2
99158,2
99255,2
99257,2
99341,2
99347,2
99348,2
99349,2
99417,2
99418,4
99421,2
99474,2
99478,2
99672,2
99722,2
99724,2
99727,2
99942,3
99969,2
99992,2
100108,2
100350,2
100357,2
100422,3
100510,2
100513,2
100746,2
100822,2
100829,2
100830,2
100853,2
100855,2
100861,2
100915,2
100926,2
100933,2
100937,2
100939,2
100940,2
100941,2
101096,3
101097,3
101100,3
101214,2
101222,2
101224,2
101225,2
101226,2
101227,2
101228,2
101229,2
101240,2
101243,2
101244,2
101245,2
101248,2
101270,3
101306,2
101386,4
101414,2
101415,2
101417,2
101430,2
101432,2
101536,2
101553,2
101561,2
101632,2
101637,2
101683,2
101688,2
101689,2
101703,2
101705,2
101707,2
101763,2
101909,2
101922,2
101934,2
101937,3
101938,3
101939,2
101951,2
101952,2
101956,2
101969,2
101974,2
102037,2
102044,2
102052,2
102053,2
102171,2
102172,2
102173,2
102174,2
102187,2
102255,2
102260,2
102265,2
102416,2
102470,2
102511,2
102517,2
102588,2
103174,2
103185,2
103210,2
103260,2
103262,2
103265,2
103266,2
103581,2
103582,2
103890,2
103900,2
103942,2
103949,2
104028,2
104093,2
104103,2
104258,2
104265,2
104546,2
104664,4
104673,3
104675,2
104998,2
105103,2
105106,2
105303,3
105304,3
105536,2
105546,2
106136,2
106276,2
106308,2
106383,3
106733,5
106742,5
106748,2
106867,2
106871,2
108160,2
108163,2
109181,2
109183,2
109195,2
109202,2
109297,2
109312,2
110517,2
110781,2
110792,2
110794,2
110810,2
110850,2
111645,2
111650,2
111655,2
111742,2
111775,2
111811,2
111825,2
112137,2
112304,2
112307,2
112311,2
112315,2
112502,2
112632,2
112695,2
113213,2
113265,2
113412,2
113413,2
113417,2
113421,2
113422,2
113425,2
113432,2
113438,2
113464,2
113466,2
113496,2
113504,2
113732,2
113744,2
113882,2
113922,2
113927,2
113930,2
113932,2
113933,2
113934,2
113937,2
113941,2
113951,2
113952,2
114499,2
114504,2
114522,2
114531,2
114580,2
114588,2
114592,2
114601,2
114615,2
114675,2
114685,2
114701,2
114721,2
114820,2
114835,2
114837,2
114933,2
115234,2
115244,2
115249,2
115255,2
115258,2
115260,2
115312,2
115350,2
115493,3
115554,2
115847,2
115866,2
115867,2
115871,2
115940,2
116113,2
116140,2
116203,2
116317,2
116405,2
116885,2
117529,2
117531,2
118403,2
118411,2
118522,2
118524,2
118527,3
118727,2
118735,2
119024,2
119135,2
119318,2
119437,2
119471,2
119480,2
119680,2
119683,2
119684,2
119700,3
122292,2
122898,2
122900,2
122937,2
123041,2
123046,2
123066,2
123068,2
123172,2
123179,2
123180,2
123182,2
123198,2
123288,2
123713,35
123747,35
123769,35
123797,35
123804,35
123805,35
123809,34
123940,35
124166,35
124356,2
124420,2
124445,2
124452,2
124564,2
124676,2
124980,2
125471,2
125477,2
125478,2
125569,2
125703,2
125820,3
125851,2
125887,2
126040,2
126042,2
126156,2
126229,2
126288,2
126560,2
126561,2
126829,2
126831,2
126843,2
126845,2
126856,2
126857,2
126859,2
126928,2
126987,2
126988,2
127077,2
127327,2
127664,2
128182,2
128388,2
128403,2
128406,2
128480,2
128975,155
129589,2
129592,2
129647,156
129702,2
130096,2
130167,2
130178,2
130192,2
130194,2
130323,2
130617,2
131016,2
131115,2
131120,2
131124,2
131388,2
131940,2
132614,2
133323,2
133617,2
133624,2
133733,2
133739,2
133836,2
133837,2
133955,2
134002,2
134354,2
134456,2
134482,2
134484,2
134641,2
134644,2
134739,2
134741,2
135008,2
135009,2
135184,2
135271,3
135279,3
135284,2
135310,2
135434,3
135439,3
135456,2
135543,2
136238,2
136445,3
136458,2
136483,4
136517,2
136533,2
136541,2
136642,2
136643,2
136658,2
136687,2
136693,2
136702,2
136993,2
137282,2
138288,2
138295,2
139258,2
139268,2
139269,2
139273,2
139274,2
139285,2
139502,3
140428,2
141230,2
141236,2
141433,2
141451,2
141456,2
142178,2
142503,2
142760,2
143046,2
143177,2
143184,2
143449,2
143714,2
143718,2
143821,2
144050,2
144052,2
144443,2
144445,2
144448,2
144461,2
144462,2
144538,2
144995,12080
145283,12080
145288,12080
145291,12080
145292,12080
145387,2
145791,2
145811,2
145868,2
145880,2
146707,2
146896,2
146925,2
146939,2
146946,2
146947,2
147304,19
147633,3
147635,3
148221,2
148227,2
148231,2
148238,2
148243,2
148270,3
148284,3
148286,3
148288,3
148289,3
148299,3
148302,3
148304,3
148308,3
148316,3
148339,3
148397,2
148406,3
148412,2
148413,2
148438,2
148461,2
148518,2
148658,2
148670,2
148758,2
148834,2
149482,3
149507,3
149512,2
149517,3
149518,6
149523,2
149526,3
149659,2
150171,2
150170,2
150167,2
150153,2
150122,2
150120,2
150109,2
150257,2
150620,2
151371,2
151952,2
152360,3
156197,2
156203,2
156207,2
156338,2
156342,2
156343,2
156394,2
156395,2
156397,2
156398,2
156400,2
156405,2
156410,2
156420,2
156454,2
156695,2
156699,2
156794,2
158043,2
158636,2
158659,2
158661,2
158924,2
159018,2
159391,2
159516,2
160934,2
161410,2
161416,2
161865,2
161925,2
161968,2
162084,2
162149,2
162175,2
162176,2
162177,2
162193,2
162200,2
162202,2
162214,2
162414,2
162530,2
162546,2
162572,2
162575,2
162576,2
162577,2
162645,2
162660,2
162665,2
162739,2
162742,2
163039,2
163044,3
163045,2
163161,2
163195,2
163267,2
163317,2
163323,2
163327,2
163334,2
163370,2
163372,2
163484,2
163558,3
163563,2
163567,2
163719,2
163734,3
163736,3
163741,2
163753,2
163757,2
163802,2
163803,2
163828,2
163851,2
163948,2
164040,2
164043,2
164067,3
164111,2
164112,2
164125,2
164132,2
164139,2
164194,2
164195,2
164240,2
164241,2
164243,2
164249,2
164251,2
164254,2
164255,2
164267,2
164314,2
164344,2
164364,2
164367,2
164373,2
164401,2
164418,2
164788,2
165208,2
165229,2
165296,2
165358,2
165359,2
165433,2
165488,2
165491,2
165493,3
165499,2
165502,3
165503,2
165639,2
165667,2
165674,2
165691,2
165697,2
165698,2
165702,2
165803,2
165816,2
165820,2
166102,2
166390,2
166470,5
166479,2
166480,2
166482,2
166486,2
166881,5
167186,4
167191,5
167192,5
167194,5
167196,5
167197,3
167459,4
167580,2
167598,2
167636,2
167903,2
168051,2
168052,2
168116,2
168117,2
168120,2
168121,3
168122,2
168131,2
168132,2
168133,2
168137,2
168145,5
168146,5
168190,4
168192,2
168196,5
168197,4
168205,3
168206,2
168209,2
168210,2
168211,3
168212,3
168244,2
168245,3
168246,2
168247,2
168255,2
168302,2
168322,3
168506,2
168697,2
168702,2
168707,2
168721,2
168738,3
168741,3
168749,2
168760,3
168761,4
168762,4
168838,2
168840,2
168842,2
168843,2
168996,2
169083,2
169101,2
169151,2
169823,3
169915,2
169919,2
170151,2
170805,2
171216,2
171339,2
171348,2
171382,2
171423,2
171587,2
171712,2
171747,2
172667,2
172861,2
172906,2
172929,4
172930,3
172931,3
172934,3
172936,2
173608,3
173768,2
173803,2
173854,2
173857,5
173860,3
173919,2
174008,2
174024,2
174042,2
174045,2
174063,2
174106,2
174210,2
174949,2
175245,2
175252,2
175488,2
176233,2
176340,2
176390,2
176397,2
176446,2
176447,2
176448,2
176450,2
176451,2
176452,2
176456,2
176459,3
176610,3
176611,3
176612,3
176616,3
176618,3
176621,2
176746,2
176793,2
176980,2
177085,2
177166,2
177315,2
177351,2
177354,2
177480,2
177483,2
177492,2
177493,2
177508,2
177509,2
177512,2
177584,2
177589,2
177593,2
177655,2
177675,2
178184,2
178387,2
178394,2
178399,2
178400,2
178401,2
178406,2
178407,2
178413,2
178416,2
178417,2
178418,2
178419,2
178420,2
178421,2
178426,2
178429,2
178431,2
178433,2
178434,2
178436,2
178455,2
178459,2
178468,2
178469,2
178472,2
178480,2
178556,2
178567,2
178629,2
178631,2
178635,2
178640,2
178687,2
178693,2
178694,2
178710,2
178712,2
178714,2
178727,2
178760,2
178800,2
178805,2
178822,2
178901,2
179205,2
179584,2
179628,2
179706,2
179711,2
179719,2
179858,2
179887,2
179897,2
179903,2
179906,2
179908,2
179968,2
180139,2
180175,2
180176,2
180177,2
180180,2
180211,2
180237,2
180238,2
180241,2
180248,2
180401,2
180404,2
180410,2
180413,2
180466,2
180468,3
180486,2
180493,2
180499,2
180512,2
180519,4
180524,3
180589,2
180700,2
180841,2
180847,2
180923,2
181004,2
181009,2
181024,2
181034,2
181135,3
181235,3
181276,2
181278,3
181314,2
181316,2
181322,7
181403,2
181413,7
181424,2
181434,2
181435,2
181436,2
181439,2
181478,2
181495,2
181552,2
181569,2
181595,2
181694,2
181716,2
182006,2
182007,2
182008,2
182028,2
182029,2
182110,2
182277,2
182301,2
182303,2
182311,2
182317,2
182336,2
182520,2
182553,2
182557,2
182558,2
182565,2
182566,2
182567,2
182568,2
183165,2
183464,2
184040,2
185187,2
185249,3
185251,3
185450,2
185713,2
185770,2
186454,3
186456,2
186501,3
186525,2
186684,2
186922,2
186923,2
186934,2
186974,75
187420,2
188874,3
188891,3
189149,2
189155,2
189160,2
189161,2
189231,2
189420,2
189421,2
189466,2
189485,2
189493,2
189494,2
189504,2
189514,2
189525,3
189526,4
189531,5
189551,2
189628,2
189793,2
189794,2
189799,3
189800,2
189905,4
189913,5
189914,4
189916,5
189923,5
189925,3
189926,2
189933,3
190034,2
190482,2
190886,2
190959,2
191635,2
191640,2
192140,2
192141,2
192153,2
192162,2
192505,3
192512,2
192513,2
192516,2
192517,2
193016,2
193252,2
193267,2
193274,2
193505,2
193562,2
193655,2
193660,2
193787,2
193823,2
193831,2
193834,2
194175,2
194180,2
194226,2
194227,2
194229,2
194254,2
194308,2
194890,2
194891,2
194973,2
195137,2
195540,2
195545,2
195583,2
195590,2
195605,2
195718,1747
195728,1747
195733,1747
196100,1747
196643,1747
196644,1747
197248,2
197249,2
197628,2
197720,2
197744,2
197818,3
197839,2
197860,2
197866,2
197868,2
197869,2
197871,2
197872,2
197874,2
197875,2
197876,2
197877,2
197892,2
198300,2
198324,3
198337,2
198433,3
198472,2
198514,2
198526,4
198527,2
198528,2
198546,2
198590,3
198596,3
198598,3
198604,3
198605,5
198606,2
198610,3
198611,2
198626,2
198655,5
198657,3
198661,5
198672,9
198673,6
198674,5
198675,9
198678,5
198679,7
198681,10
198682,10
198683,5
198684,8
198690,4
198692,6
198696,2
198699,3
198713,2
198745,3
198748,3
198752,3
198754,3
198757,2
198758,2
198761,3
198762,2
198763,2
198770,6
198771,5
198773,3
198776,5
198790,4
198791,4
198799,4
198804,4
198817,5
198819,2
198825,2
198828,2
198829,2
198830,2
198833,2
198837,4
198841,5
198844,5
198845,5
198847,5
198849,4
198854,4
198855,4
198873,2
198874,2
198878,3
198894,2
198900,2
198902,5
198905,6
198907,2
198908,5
198912,2
198923,4
198950,2
198951,2
198952,2
198953,2
198957,4
198958,4
198960,3
198961,4
198964,3
198967,2
198971,3
198977,3
198988,5
198992,2
198997,3
198998,2
199000,2
199001,2
199008,2
199010,2
199032,2
199034,2
199035,2
199081,2
199227,2
199237,2
199298,2
199310,3
199321,2
199322,2
199329,2
199331,2
199334,2
199335,2
199336,2
199358,3
199421,3
199430,2
199438,2
199457,5
199462,3
199569,2
199628,5
199634,2
199648,3
199649,3
199690,2
199762,2
199765,2
199834,2
199839,2
199840,2
199841,2
199849,3
199850,2
199851,3
199856,2
199863,3
199865,2
199871,2
199875,2
199876,2
199885,2
199947,2
200045,2
200060,2
200069,3
200398,2
200512,2
200513,2
200515,2
200653,4
200661,3
200674,2
201201,3
201225,3
201523,2
201526,3
201582,3
201583,2
201584,2
201586,2
201616,2
201656,4
201663,2
201665,2
201723,2
201730,3
201744,2
201745,2
201827,2
202300,2
202454,2
202459,2
202473,2
202478,2
202511,2
202582,2
202594,2
202782,2
202839,2
202994,2
202995,2
203117,2
203292,2
203411,2
203417,2
203431,2
203486,2
203534,2
203545,3
203642,2
204025,2
204132,2
204148,2
204150,2
204151,2
204155,2
204768,2
204992,2
205237,2
205269,4062
205270,4062
205271,4062
205432,4062
205435,4063
205535,4063
205537,4063
205540,2
205542,2
205566,2
205800,2
206000,2
206147,2
206303,2
206548,3
206947,2
207062,2
207174,2
208052,2
208171,2
208174,3
208175,2
208195,2
208233,2
208282,2
208284,2
208519,2
208526,2
208773,2
208779,2
208986,3
209238,2
209247,2
209248,3
209254,3
209257,2
209259,2
209260,2
209262,2
209267,2
209272,2
209276,2
209403,2
209646,2
209793,2
209867,2
209873,2
210758,2
211010,3
211142,2
211143,3
211144,3
212042,2
213298,2
213394,2
213554,2
213562,3
213566,3
213948,2
214951,3
214966,2
215108,2
215270,3
215272,3
215275,2
215375,2
215483,2
215825,2
216156,2
216576,2
216578,2
216584,3
216609,2
216784,2
216996,2
217002,2
217057,2
217088,2
217190,2
217191,2
217192,2
217388,2
218043,2
218044,2
218352,2
218369,2
218453,2
218512,2
218682,3
218683,3
218711,2
218716,2
218720,2
218726,2
220858,2
221746,2
222535,2
222537,2
222542,3
222550,3
222551,2
222556,2
222926,2
222933,2
223002,2
223071,2
223076,3
223078,2
223080,2
223081,2
223082,2
223085,2
223087,2
223146,2
223149,2
223152,2
223153,2
223157,3
223160,2
223268,2
223273,2
223275,2
223311,2
223313,3
223322,4
223324,4
223325,3
223335,2
223337,2
223340,2
223342,2
223349,2
223351,2
223352,2
223355,2
223358,2
223459,2
223508,2
223509,4
223510,4
223636,2
223668,2
223671,2
223812,2
223954,2
223962,2
223974,2
224079,2
224080,2
224081,2
224091,2
224370,2
224372,2
224374,2
224511,2
224519,2
224523,2
224529,2
224530,2
224544,2
224545,2
224555,3
224572,2
224573,2
224576,2
224577,2
224579,2
224586,3
224587,3
224588,2
224696,3
224697,2
224698,2
224796,2
224804,2
224808,2
225085,2
225657,2
225679,2
225680,2
225681,2
225736,2
225737,2
225739,3
225740,2
225741,2
225743,2
225751,2
225773,3
225799,2
225800,2
225803,2
225805,2
225810,2
225828,2
225841,2
225888,2
225891,2
225894,2
225895,2
225901,2
225969,2
226278,2
226279,4
